"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","Title","SibSpGroups","ParchGroups","FamSize","FamSizeGroups","ticketnumber","ticket_id","TicketGroups","fare_outlier","FareGroups","Miss_Cabin","Deck","DeckGroups","Miss_Age","MiceAge","AgeGroups","Child","Mother","singleFemale"
1042,NA,1,"female",23,0,1,"11767",83.1583,"C54","C","Mrs","0","1-3",2,"2&3","Number","Number","Medium","yes",4,"Known","C","CF","age_known",23,"Adult","Adult","Mother",0
1043,NA,3,"male",NA,0,0,"349255",7.8958,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",16,"Child","Child","Not Mother",0
1044,NA,3,"male",60.5,0,0,"3701",7.4524,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",60.5,"Adult","Adult","Not Mother",0
1045,NA,3,"female",36,0,2,"350405",12.1833,"Missing","S","Mrs","0","1-3",3,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",36,"Adult","Adult","Mother",0
1046,NA,3,"male",13,4,2,"347077",31.3875,"Missing","S","Master","3+","1-3",7,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",13,"Child","Child","Not Mother",0
1047,NA,3,"male",24,0,0,"S.O./P.P. 752",7.55,"Missing","S","Mr","0","0",1,"1&7","SO","Letter","Lowest","no",1,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
1048,NA,1,"female",29,0,0,"PC 17483",221.7792,"C97","S","Miss","0","0",1,"1&7","PC","Letter","High","yes",4,"Known","C","CF","age_known",29,"Adult","Adult","Not Mother",1
1049,NA,3,"female",23,0,0,"347469",7.8542,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",23,"Adult","Adult","Not Mother",1
1050,NA,1,"male",42,0,0,"110489",26.55,"D22","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","D","BDE","age_known",42,"Adult","Adult","Not Mother",0
1051,NA,3,"female",26,0,2,"SOTON/O.Q. 3101315",13.775,"Missing","S","Mrs","0","1-3",3,"2&3","SOTON","Letter","Lowest","no",2,"Missing","M","Missing","age_known",26,"Adult","Adult","Mother",0
1052,NA,3,"female",NA,0,0,"335432",7.7333,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",18,"Adult","Adult","Not Mother",1
1053,NA,3,"male",7,1,1,"2650",15.2458,"Missing","C","Master","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",7,"Child","Child","Not Mother",0
1054,NA,2,"female",26,0,0,"220844",13.5,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",26,"Adult","Adult","Not Mother",1
1055,NA,3,"male",NA,0,0,"343271",7,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",22,"Adult","Adult","Not Mother",0
1056,NA,2,"male",41,0,0,"237393",13,"Missing","S","Rare Title","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",41,"Adult","Adult","Not Mother",0
1057,NA,3,"female",26,1,1,"315153",22.025,"Missing","S","Mrs","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",26,"Adult","Adult","Mother",0
1058,NA,1,"male",48,0,0,"PC 17591",50.4958,"B10","C","Mr","0","0",1,"1&7","PC","Letter","High","no",4,"Known","B","BDE","age_known",48,"Adult","Adult","Not Mother",0
1059,NA,3,"male",18,2,2,"W./C. 6608",34.375,"Missing","S","Mr","1&2","1-3",5,"5","W","Letter","Low","no",4,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
1060,NA,1,"female",NA,0,0,"17770",27.7208,"Missing","C","Mrs","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",55,"Adult","Adult","Not Mother",1
1061,NA,3,"female",22,0,0,"7548",8.9625,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",1
1062,NA,3,"male",NA,0,0,"S.O./P.P. 251",7.55,"Missing","S","Mr","0","0",1,"1&7","SO","Letter","Lowest","no",1,"Missing","M","Missing","age_missing",48,"Adult","Adult","Not Mother",0
1063,NA,3,"male",27,0,0,"2670",7.225,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",27,"Adult","Adult","Not Mother",0
1064,NA,3,"male",23,1,0,"347072",13.9,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",23,"Adult","Adult","Not Mother",0
1065,NA,3,"male",NA,0,0,"2673",7.2292,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",44,"Adult","Adult","Not Mother",0
1066,NA,3,"male",40,1,5,"347077",31.3875,"Missing","S","Mr","1&2","4+",7,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",40,"Adult","Adult","Not Mother",0
1067,NA,2,"female",15,0,2,"29750",39,"Missing","S","Miss","0","1-3",3,"2&3","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",15,"Child","Child","Not Mother",0
1068,NA,2,"female",20,0,0,"C.A. 33112",36.75,"Missing","S","Miss","0","0",1,"1&7","CA","Letter","Medium","no",4,"Missing","M","Missing","age_known",20,"Adult","Adult","Not Mother",1
1069,NA,1,"male",54,1,0,"11778",55.4417,"C116","C","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",4,"Known","C","CF","age_known",54,"Adult","Adult","Not Mother",0
1070,NA,2,"female",36,0,3,"230136",39,"F4","S","Mrs","0","1-3",4,"4","Number","Number","Medium","no",4,"Known","F","CF","age_known",36,"Adult","Adult","Mother",0
1071,NA,1,"female",64,0,2,"PC 17756",83.1583,"E45","C","Mrs","0","1-3",3,"2&3","PC","Letter","High","yes",4,"Known","E","BDE","age_known",64,"Adult","Adult","Mother",0
1072,NA,2,"male",30,0,0,"233478",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",0
1073,NA,1,"male",37,1,1,"PC 17756",83.1583,"E52","C","Mr","1&2","1-3",3,"2&3","PC","Letter","High","yes",4,"Known","E","BDE","age_known",37,"Adult","Adult","Not Mother",0
1074,NA,1,"female",18,1,0,"113773",53.1,"D30","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",4,"Known","D","BDE","age_known",18,"Adult","Adult","Not Mother",0
1075,NA,3,"male",NA,0,0,"7935",7.75,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",16,"Child","Child","Not Mother",0
1076,NA,1,"female",27,1,1,"PC 17558",247.5208,"B58 B60","C","Mrs","1&2","1-3",3,"2&3","PC","Letter","High","yes",4,"Known","B","BDE","age_known",27,"Adult","Adult","Mother",0
1077,NA,2,"male",40,0,0,"239059",16,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",40,"Adult","Adult","Not Mother",0
1078,NA,2,"female",21,0,1,"S.O./P.P. 2",21,"Missing","S","Miss","0","1-3",2,"2&3","SO","Letter","Lowest","no",3,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
1079,NA,3,"male",17,2,0,"A/4 48873",8.05,"Missing","S","Mr","1&2","0",3,"2&3","A","Letter","Lowest","no",2,"Missing","M","Missing","age_known",17,"Child","Child","Not Mother",0
1080,NA,3,"female",NA,8,2,"CA. 2343",69.55,"Missing","S","Miss","3+","1-3",11,"8","CA","Letter","Medium","yes",4,"Missing","M","Missing","age_missing",4,"Child","Child","Not Mother",0
1081,NA,2,"male",40,0,0,"28221",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",40,"Adult","Adult","Not Mother",0
1082,NA,2,"male",34,1,0,"226875",26,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",34,"Adult","Adult","Not Mother",0
1083,NA,1,"male",NA,0,0,"111163",26,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",58,"Adult","Adult","Not Mother",0
1084,NA,3,"male",11.5,1,1,"A/5. 851",14.5,"Missing","S","Master","1&2","1-3",3,"2&3","A","Letter","Lowest","no",3,"Missing","M","Missing","age_known",11.5,"Child","Child","Not Mother",0
1085,NA,2,"male",61,0,0,"235509",12.35,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",61,"Adult","Adult","Not Mother",0
1086,NA,2,"male",8,0,2,"28220",32.5,"Missing","S","Master","0","1-3",3,"2&3","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",8,"Child","Child","Not Mother",0
1087,NA,3,"male",33,0,0,"347465",7.8542,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",33,"Adult","Adult","Not Mother",0
1088,NA,1,"male",6,0,2,"16966",134.5,"E34","C","Master","0","1-3",3,"2&3","Number","Number","Medium","yes",4,"Known","E","BDE","age_known",6,"Child","Child","Not Mother",0
1089,NA,3,"female",18,0,0,"347066",7.775,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",1
1090,NA,2,"male",23,0,0,"C.A. 31030",10.5,"Missing","S","Mr","0","0",1,"1&7","CA","Letter","Medium","no",2,"Missing","M","Missing","age_known",23,"Adult","Adult","Not Mother",0
1091,NA,3,"female",NA,0,0,"65305",8.1125,"Missing","S","Mrs","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_missing",63,"Adult","Adult","Not Mother",1
1092,NA,3,"female",NA,0,0,"36568",15.5,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",42,"Adult","Adult","Not Mother",1
1093,NA,3,"male",0.33,0,2,"347080",14.4,"Missing","S","Master","0","1-3",3,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",0.33,"Child","Child","Not Mother",0
1094,NA,1,"male",47,1,0,"PC 17757",227.525,"C62 C64","C","Rare Title","1&2","0",2,"2&3","PC","Letter","High","yes",4,"Known","C","CF","age_known",47,"Adult","Adult","Not Mother",0
1095,NA,2,"female",8,1,1,"26360",26,"Missing","S","Miss","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",8,"Child","Child","Not Mother",0
1096,NA,2,"male",25,0,0,"C.A. 34050",10.5,"Missing","S","Mr","0","0",1,"1&7","CA","Letter","Medium","no",2,"Missing","M","Missing","age_known",25,"Adult","Adult","Not Mother",0
1097,NA,1,"male",NA,0,0,"F.C. 12998",25.7417,"Missing","C","Mr","0","0",1,"1&7","FC","Letter","High","no",3,"Missing","M","Missing","age_missing",36,"Adult","Adult","Not Mother",0
1098,NA,3,"female",35,0,0,"9232",7.75,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",35,"Adult","Adult","Not Mother",1
1099,NA,2,"male",24,0,0,"28034",10.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
1100,NA,1,"female",33,0,0,"PC 17613",27.7208,"A11","C","Miss","0","0",1,"1&7","PC","Letter","High","no",3,"Known","A","A","age_known",33,"Adult","Adult","Not Mother",1
1101,NA,3,"male",25,0,0,"349250",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",25,"Adult","Adult","Not Mother",0
1102,NA,3,"male",32,0,0,"C 4001",22.525,"Missing","S","Mr","0","0",1,"1&7","C","Letter","Medium","no",3,"Missing","M","Missing","age_known",32,"Adult","Adult","Not Mother",0
1103,NA,3,"male",NA,0,0,"SOTON/O.Q. 3101308",7.05,"Missing","S","Mr","0","0",1,"1&7","SOTON","Letter","Lowest","no",1,"Missing","M","Missing","age_missing",25,"Adult","Adult","Not Mother",0
1104,NA,2,"male",17,0,0,"S.O.C. 14879",73.5,"Missing","S","Mr","0","0",1,"1&7","SOC","Letter","Lowest","yes",4,"Missing","M","Missing","age_known",17,"Child","Child","Not Mother",0
1105,NA,2,"female",60,1,0,"24065",26,"Missing","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",60,"Adult","Adult","Not Mother",0
1106,NA,3,"female",38,4,2,"347091",7.775,"Missing","S","Miss","3+","1-3",7,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",38,"Adult","Adult","Not Mother",0
1107,NA,1,"male",42,0,0,"113038",42.5,"B11","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Known","B","BDE","age_known",42,"Adult","Adult","Not Mother",0
1108,NA,3,"female",NA,0,0,"330924",7.8792,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",27,"Adult","Adult","Not Mother",1
1109,NA,1,"male",57,1,1,"36928",164.8667,"Missing","S","Mr","1&2","1-3",3,"2&3","Number","Number","Medium","yes",4,"Missing","M","Missing","age_known",57,"Adult","Adult","Not Mother",0
1110,NA,1,"female",50,1,1,"113503",211.5,"C80","C","Mrs","1&2","1-3",3,"2&3","Number","Number","Medium","yes",4,"Known","C","CF","age_known",50,"Adult","Adult","Mother",0
1111,NA,3,"male",NA,0,0,"32302",8.05,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_missing",27,"Adult","Adult","Not Mother",0
1112,NA,2,"female",30,1,0,"SC/PARIS 2148",13.8583,"Missing","C","Miss","1&2","0",2,"2&3","SC","Letter","High","no",2,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",0
1113,NA,3,"male",21,0,0,"342684",8.05,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
1114,NA,2,"female",22,0,0,"W./C. 14266",10.5,"F33","S","Mrs","0","0",1,"1&7","W","Letter","Low","no",2,"Known","F","CF","age_known",22,"Adult","Adult","Not Mother",1
1115,NA,3,"male",21,0,0,"350053",7.7958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
1116,NA,1,"female",53,0,0,"PC 17606",27.4458,"Missing","C","Mrs","0","0",1,"1&7","PC","Letter","High","no",3,"Missing","M","Missing","age_known",53,"Adult","Adult","Not Mother",1
1117,NA,3,"female",NA,0,2,"2661",15.2458,"Missing","C","Mrs","0","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",23,"Adult","Adult","Mother",0
1118,NA,3,"male",23,0,0,"350054",7.7958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",23,"Adult","Adult","Not Mother",0
1119,NA,3,"female",NA,0,0,"370368",7.75,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",27,"Adult","Adult","Not Mother",1
1120,NA,3,"male",40.5,0,0,"C.A. 6212",15.1,"Missing","S","Mr","0","0",1,"1&7","CA","Letter","Medium","no",3,"Missing","M","Missing","age_known",40.5,"Adult","Adult","Not Mother",0
1121,NA,2,"male",36,0,0,"242963",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",36,"Adult","Adult","Not Mother",0
1122,NA,2,"male",14,0,0,"220845",65,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",14,"Child","Child","Not Mother",0
1123,NA,1,"female",21,0,0,"113795",26.55,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",1
1124,NA,3,"male",21,1,0,"3101266",6.4958,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
1125,NA,3,"male",NA,0,0,"330971",7.8792,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",30,"Adult","Adult","Not Mother",0
1126,NA,1,"male",39,1,0,"PC 17599",71.2833,"C85","C","Mr","1&2","0",2,"2&3","PC","Letter","High","yes",4,"Known","C","CF","age_known",39,"Adult","Adult","Not Mother",0
1127,NA,3,"male",20,0,0,"350416",7.8542,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",20,"Adult","Adult","Not Mother",0
1128,NA,1,"male",64,1,0,"110813",75.25,"D37","C","Mr","1&2","0",2,"2&3","Number","Number","Medium","yes",4,"Known","D","BDE","age_known",64,"Adult","Adult","Not Mother",0
1129,NA,3,"male",20,0,0,"2679",7.225,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",20,"Adult","Adult","Not Mother",0
1130,NA,2,"female",18,1,1,"250650",13,"Missing","S","Miss","1&2","1-3",3,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
1131,NA,1,"female",48,1,0,"PC 17761",106.425,"C86","C","Mrs","1&2","0",2,"2&3","PC","Letter","High","yes",4,"Known","C","CF","age_known",48,"Adult","Adult","Not Mother",0
1132,NA,1,"female",55,0,0,"112377",27.7208,"Missing","C","Mrs","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",55,"Adult","Adult","Not Mother",1
1133,NA,2,"female",45,0,2,"237789",30,"Missing","S","Mrs","0","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",45,"Adult","Adult","Mother",0
1134,NA,1,"male",45,1,1,"16966",134.5,"E34","C","Mr","1&2","1-3",3,"2&3","Number","Number","Medium","yes",4,"Known","E","BDE","age_known",45,"Adult","Adult","Not Mother",0
1135,NA,3,"male",NA,0,0,"3470",7.8875,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",29,"Adult","Adult","Not Mother",0
1136,NA,3,"male",NA,1,2,"W./C. 6607",23.45,"Missing","S","Master","1&2","1-3",4,"4","W","Letter","Low","no",3,"Missing","M","Missing","age_missing",4,"Child","Child","Not Mother",0
1137,NA,1,"male",41,1,0,"17464",51.8625,"D21","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",4,"Known","D","BDE","age_known",41,"Adult","Adult","Not Mother",0
1138,NA,2,"female",22,0,0,"F.C.C. 13534",21,"Missing","S","Mrs","0","0",1,"1&7","FC","Letter","High","no",3,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",1
1139,NA,2,"male",42,1,1,"28220",32.5,"Missing","S","Mr","1&2","1-3",3,"2&3","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",42,"Adult","Adult","Not Mother",0
1140,NA,2,"female",29,1,0,"26707",26,"Missing","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",29,"Adult","Adult","Not Mother",0
1141,NA,3,"female",NA,1,0,"2660",14.4542,"Missing","C","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",30,"Adult","Adult","Not Mother",0
1142,NA,2,"female",0.92,1,2,"C.A. 34651",27.75,"Missing","S","Miss","1&2","1-3",4,"4","CA","Letter","Medium","no",3,"Missing","M","Missing","age_known",0.92,"Child","Child","Not Mother",0
1143,NA,3,"male",20,0,0,"SOTON/O2 3101284",7.925,"Missing","S","Mr","0","0",1,"1&7","SOTON","Letter","Lowest","no",2,"Missing","M","Missing","age_known",20,"Adult","Adult","Not Mother",0
1144,NA,1,"male",27,1,0,"13508",136.7792,"C89","C","Mr","1&2","0",2,"2&3","Number","Number","Medium","yes",4,"Known","C","CF","age_known",27,"Adult","Adult","Not Mother",0
1145,NA,3,"male",24,0,0,"7266",9.325,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
1146,NA,3,"male",32.5,0,0,"345775",9.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",32.5,"Adult","Adult","Not Mother",0
1147,NA,3,"male",NA,0,0,"C.A. 42795",7.55,"Missing","S","Mr","0","0",1,"1&7","CA","Letter","Medium","no",1,"Missing","M","Missing","age_missing",22,"Adult","Adult","Not Mother",0
1148,NA,3,"male",NA,0,0,"AQ/4 3130",7.75,"Missing","Q","Mr","0","0",1,"1&7","A","Letter","Lowest","no",1,"Missing","M","Missing","age_missing",50,"Adult","Adult","Not Mother",0
1149,NA,3,"male",28,0,0,"363611",8.05,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",28,"Adult","Adult","Not Mother",0
1150,NA,2,"female",19,0,0,"28404",13,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",19,"Adult","Adult","Not Mother",1
1151,NA,3,"male",21,0,0,"345501",7.775,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
1152,NA,3,"male",36.5,1,0,"345572",17.4,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",36.5,"Adult","Adult","Not Mother",0
1153,NA,3,"male",21,0,0,"350410",7.8542,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
1154,NA,2,"female",29,0,2,"29103",23,"Missing","S","Mrs","0","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",29,"Adult","Adult","Mother",0
1155,NA,3,"female",1,1,1,"350405",12.1833,"Missing","S","Miss","1&2","1-3",3,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",1,"Child","Child","Not Mother",0
1156,NA,2,"male",30,0,0,"C.A. 34644",12.7375,"Missing","C","Mr","0","0",1,"1&7","CA","Letter","Medium","no",2,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",0
1157,NA,3,"male",NA,0,0,"349235",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",27,"Adult","Adult","Not Mother",0
1158,NA,1,"male",NA,0,0,"112051",0,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",0,"Missing","M","Missing","age_missing",22,"Adult","Adult","Not Mother",0
1159,NA,3,"male",NA,0,0,"C.A. 49867",7.55,"Missing","S","Mr","0","0",1,"1&7","CA","Letter","Medium","no",1,"Missing","M","Missing","age_missing",15,"Child","Child","Not Mother",0
1160,NA,3,"female",NA,0,0,"A. 2. 39186",8.05,"Missing","S","Miss","0","0",1,"1&7","A","Letter","Lowest","no",2,"Missing","M","Missing","age_missing",15,"Child","Child","Not Mother",1
1161,NA,3,"male",17,0,0,"315095",8.6625,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",17,"Child","Child","Not Mother",0
1162,NA,1,"male",46,0,0,"13050",75.2417,"C6","C","Mr","0","0",1,"1&7","Number","Number","Medium","yes",4,"Known","C","CF","age_known",46,"Adult","Adult","Not Mother",0
1163,NA,3,"male",NA,0,0,"368573",7.75,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",33,"Adult","Adult","Not Mother",0
1164,NA,1,"female",26,1,0,"13508",136.7792,"C89","C","Mrs","1&2","0",2,"2&3","Number","Number","Medium","yes",4,"Known","C","CF","age_known",26,"Adult","Adult","Not Mother",0
1165,NA,3,"female",NA,1,0,"370371",15.5,"Missing","Q","Miss","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",28,"Adult","Adult","Not Mother",0
1166,NA,3,"male",NA,0,0,"2676",7.225,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",44,"Adult","Adult","Not Mother",0
1167,NA,2,"female",20,1,0,"236853",26,"Missing","S","Miss","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",20,"Adult","Adult","Not Mother",0
1168,NA,2,"male",28,0,0,"SC 14888",10.5,"Missing","S","Mr","0","0",1,"1&7","SC","Letter","High","no",2,"Missing","M","Missing","age_known",28,"Adult","Adult","Not Mother",0
1169,NA,2,"male",40,1,0,"2926",26,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",40,"Adult","Adult","Not Mother",0
1170,NA,2,"male",30,1,0,"CA 31352",21,"Missing","S","Mr","1&2","0",2,"2&3","CA","Letter","Medium","no",3,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",0
1171,NA,2,"male",22,0,0,"W./C. 14260",10.5,"Missing","S","Mr","0","0",1,"1&7","W","Letter","Low","no",2,"Missing","M","Missing","age_known",22,"Adult","Adult","Not Mother",0
1172,NA,3,"female",23,0,0,"315085",8.6625,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",23,"Adult","Adult","Not Mother",1
1173,NA,3,"male",0.75,1,1,"SOTON/O.Q. 3101315",13.775,"Missing","S","Master","1&2","1-3",3,"2&3","SOTON","Letter","Lowest","no",2,"Missing","M","Missing","age_known",0.75,"Child","Child","Not Mother",0
1174,NA,3,"female",NA,0,0,"364859",7.75,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",17,"Child","Child","Not Mother",1
1175,NA,3,"female",9,1,1,"2650",15.2458,"Missing","C","Miss","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",9,"Child","Child","Not Mother",0
1176,NA,3,"female",2,1,1,"370129",20.2125,"Missing","S","Miss","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",2,"Child","Child","Not Mother",0
1177,NA,3,"male",36,0,0,"A/5 21175",7.25,"Missing","S","Mr","0","0",1,"1&7","A","Letter","Lowest","no",1,"Missing","M","Missing","age_known",36,"Adult","Adult","Not Mother",0
1178,NA,3,"male",NA,0,0,"SOTON/O.Q. 3101314",7.25,"Missing","S","Mr","0","0",1,"1&7","SOTON","Letter","Lowest","no",1,"Missing","M","Missing","age_missing",25,"Adult","Adult","Not Mother",0
1179,NA,1,"male",24,1,0,"21228",82.2667,"B45","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","yes",4,"Known","B","BDE","age_known",24,"Adult","Adult","Not Mother",0
1180,NA,3,"male",NA,0,0,"2655",7.2292,"F E46","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Known","F","CF","age_missing",40,"Adult","Adult","Not Mother",0
1181,NA,3,"male",NA,0,0,"A/5 1478",8.05,"Missing","S","Mr","0","0",1,"1&7","A","Letter","Lowest","no",2,"Missing","M","Missing","age_missing",26,"Adult","Adult","Not Mother",0
